name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id
,68,1680199700,,,0,,,0,116.31853590000001,39.9443666,,
,69,1680199701,,,0,,,0,116.3189027,39.944336,,
,70,1748268028,,,0,,,0,116.3569831,39.9464438,,
,71,1748268039,,,0,,,0,116.3573648,39.9468319,,
,72,1748268040,,,0,,,0,116.35717120000001,39.9468321,,
,73,1748268042,,,0,,,0,116.35712340000002,39.946855,,
,74,1748268047,,,0,,,0,116.35714399999999,39.9469864,,
,75,1748268050,,,0,,,0,116.3575315,39.947061299999994,,
,76,1748268051,,,0,,,0,116.3579324,39.9470646,,
,78,1748268065,,,0,,,0,116.357731,39.947197100000004,,
,79,1748268084,,,0,,,0,116.35775500000001,39.947418799999994,,
,80,1748268097,,,0,,,0,116.358002,39.9475636,,
,81,2715455314,,,0,,,0,116.3485956,39.9409499,,
,82,2716936369,,,0,,,0,116.3347178,39.95353529999999,,
,83,2716936408,,,0,,,0,116.336623,39.951947100000005,,
,84,2716936412,,,0,,,0,116.3321606,39.9528236,,
,85,2716936420,,,0,,,0,116.3314746,39.9521176,,
,86,2716936422,,,0,,,0,116.3311545,39.9520978,,
,87,6941598135,,,0,,,0,116.34425060000001,39.95239229999999,,
,88,6941598136,,,0,,,0,116.3444472,39.952147700000005,,
,89,6941598137,,,0,,,0,116.344311,39.952403000000004,,
,90,6941598138,,,0,,,0,116.34439779999998,39.9521309,,
,91,6941598139,,,0,,,0,116.3444226,39.9520868,,
,93,6941598148,,,0,,,0,116.34573219999999,39.9486277,,
,94,6941598161,,,0,,,0,116.3465132,39.9425399,,
,95,6941598167,,,0,,,0,116.3455107,39.9465934,,
,96,6941598183,,,0,,,0,116.3467091,39.9425632,,
,97,6941622587,,,0,,,0,116.345846,39.948645899999995,,
,98,6941622604,,,0,,,0,116.3467502,39.9425765,,
,99,6941622607,,,0,,,0,116.34583490000001,39.948165100000004,,
,100,6941622615,,,0,,,0,116.3444718,39.9521018,,
,101,6941622616,,,0,,,0,116.3455972,39.9501658,,
,102,6941622617,,,0,,,0,116.3452824,39.950606,,
,103,6941622618,,,0,,,0,116.3454295,39.950115600000004,,
,104,6941622619,,,0,,,0,116.34523270000001,39.9505916,,
,105,6941622620,,,0,,,0,116.34495829999999,39.9510919,,
,106,6941622621,,,0,,,0,116.3451814,39.9506849,,
,107,6941622622,,,0,,,0,116.34500659999999,39.9511049,,
,114,7764073943,,,0,,,0,116.34509209999999,39.9508972,,
,115,7764073944,,,0,,,0,116.3443512,39.9522666,,
,116,,,,0,,,0,116.3582,39.94478068950893,,
,117,,,,0,,,0,116.34937350931484,39.9406,,
,118,,,,0,,,0,116.3470840884089,39.9406,,
,119,,,,0,,,0,116.3582,39.94471981741573,,
,120,,,,0,,,0,116.34941351095699,39.9406,,
,121,,,,0,,,0,116.34682946124701,39.9406,,
,122,,,,0,,,0,116.34706554229872,39.9406,,
,123,,,,0,,,0,116.34686759395564,39.9406,,
,124,,,,0,,,0,116.34697549226051,39.9406,,
,125,,,,0,,,0,116.34694087613536,39.9406,,
,126,,,,0,,,0,116.3582,39.94519018735135,,
,127,,,,0,,,0,116.34695927304566,39.9406,,
,128,,,,0,,,0,116.34060948408028,39.9589,,
,129,,,,0,,,0,116.34055783870969,39.9589,,
,130,,,,0,,,0,116.34684955558544,39.9406,,
,131,,,,0,,,0,116.3182,39.94697282364671,,
,132,,,,0,,,0,116.31892965622765,39.9406,,
,133,,,,0,,,0,116.31939532015795,39.9406,,
,134,,,,0,,,0,116.3182,39.949539125400726,,
,135,,,,0,,,0,116.3582,39.94774038429971,,
,136,,,,0,,,0,116.3582,39.947648837295255,,
,137,,,,0,,,0,116.3582,39.94770540163452,,
,138,,,,0,,,0,116.3582,39.94759738213566,,
,139,,,,0,,,0,116.3582,39.94709975624573,,
,140,,,,0,,,0,116.3582,39.947140711192475,,
,141,,,,0,,,0,116.31918264109134,39.9406,,
,142,,,,0,,,0,116.31913668379916,39.9406,,
,143,,,,0,,,0,116.34072608633363,39.9589,,
,144,,,,0,,,0,116.34044397699371,39.9589,,
,145,,,,0,,,0,116.34079592936588,39.9589,,
