name,node_id,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,geometry,production_value,attraction_value
,296,9,,,,0,-111.9239595,33.4011642,,749,741
,297,4,,turning_circle,,0,-111.94286000000001,33.405830699999996,,749,741
,298,4,,,,0,-111.9430827,33.4010434,,749,741
,299,4,,,,0,-111.94309129999999,33.4020036,,749,741
,300,9,,turning_circle,,0,-111.92698020000002,33.404773999999996,,749,741
,301,0,,turning_circle,,0,-111.90626,33.4201881,,749,741
,302,9,,,,0,-111.9204129,33.402974199999996,,749,741
,303,4,,,,0,-111.94197790000001,33.4073972,,749,741
,304,0,,,,0,-111.90572390000001,33.4175096,,749,741
,305,0,,,,0,-111.90573140000001,33.4161425,,749,741
,306,4,,,,0,-111.9383164,33.4074206,,749,741
,307,4,,,,0,-111.9359642,33.4074385,,749,741
,308,4,,traffic_signals,,0,-111.9349044,33.4074493,,749,741
,309,9,,,,0,-111.9290294,33.407539,,749,741
,311,7,,,,0,-111.9025149,33.4074277,,749,741
,312,5,,,,0,-111.9147102,33.4194431,,749,741
,313,4,,,,0,-111.9413687,33.405867699999995,,749,741
,314,5,,stop,,0,-111.91469409999999,33.4183685,,749,741
,315,5,,,,0,-111.91469679999999,33.4176543,,749,741
,316,5,,,,0,-111.9147513,33.4161512,,749,741
,317,0,,turning_circle,,0,-111.9016298,33.4187951,,749,741
,318,8,,,,0,-111.945773,33.4254752,,749,741
,319,8,,,,0,-111.9457747,33.424327399999996,,749,741
,320,8,,,,0,-111.9457689,33.4218985,,749,741
,321,8,,,,0,-111.9457723,33.42064,,749,741
,322,3,,,,0,-111.9457633,33.4177924,,749,741
,323,3,,,,0,-111.94576709999998,33.4168277,,749,741
,324,3,,,,0,-111.94576380000001,33.4160717,,749,741
,325,3,,,,0,-111.9452041,33.4117658,,749,741
,326,9,,,,0,-111.92925,33.4083093,,749,741
,327,4,,,,0,-111.9373298,33.4021229,,749,741
,328,8,,,,0,-111.9366746,33.423205800000005,,749,741
,329,4,,,,0,-111.93291809999998,33.4066155,,749,741
,330,4,,,,0,-111.93274650000001,33.4042295,,749,741
,331,5,,,,0,-111.92326090000002,33.4128945,,749,741
,332,5,,,,0,-111.917064,33.412951799999995,,749,741
,333,4,,turning_circle,,0,-111.94277029999999,33.404930699999994,,749,741
,334,4,,,,0,-111.94277029999999,33.404530699999995,,749,741
,335,4,,turning_circle,,0,-111.94277029999999,33.4042307,,749,741
,336,3,,,,0,-111.9381178,33.419078000000006,,749,741
,337,7,,,,0,-111.9108155,33.4116335,,749,741
,338,0,,turning_circle,,0,-111.90728600000001,33.4181933,,749,741
,339,7,,,,0,-111.9080371,33.4031213,,749,741
,341,5,,,,0,-111.9177365,33.4183756,,749,741
,342,5,,,,0,-111.9177062,33.406387800000005,,749,741
,343,7,,,,0,-111.91771240000001,33.4053129,,749,741
,344,7,,,,0,-111.9176176,33.40384,,749,741
,345,7,,,,0,-111.9172476,33.4031621,,749,741
,346,5,,,,0,-111.9171232,33.413628499999994,,749,741
,347,0,,,,0,-111.9107726,33.4135536,,749,741
,348,7,,,,0,-111.9065602,33.403542800000004,,749,741
,349,7,,,,0,-111.906,33.4027392,,749,741
,350,7,,,,0,-111.9060258,33.401979600000004,,749,741
,351,8,,,,0,-111.9381595,33.4231914,,749,741
,352,4,,,,0,-111.93822250000001,33.4021157,,749,741
,353,4,,turning_circle,,0,-111.938171,33.4014493,,749,741
,354,7,,turning_circle,,0,-111.9119656,33.4019848,,749,741
,355,9,,,,0,-111.9230955,33.4011607,,749,741
,356,4,,turning_circle,,0,-111.9428166,33.4051993,,749,741
,357,0,,,,0,-111.907298,33.4200941,,749,741
,358,7,,turning_circle,,0,-111.91559050000001,33.4042434,,749,741
,359,0,,turning_circle,,0,-111.90832830000001,33.420000099999996,,749,741
,360,4,,,,0,-111.93490940000001,33.401915100000004,,749,741
,361,8,,,,0,-111.93498989999999,33.4232132,,749,741
,362,0,,turning_circle,,0,-111.9054634,33.4209448,,749,741
,363,5,,,,0,-111.91692659999998,33.412715399999996,,749,741
,364,1,,,,0,-111.933278,33.416088099999996,,749,741
,365,1,,turning_circle,,0,-111.9339665,33.4183547,,749,741
,366,7,,turning_circle,,0,-111.9110209,33.402200199999996,,749,741
,367,4,,,,0,-111.93909790000001,33.4021157,,749,741
,368,7,,turning_circle,,0,-111.9104611,33.4056772,,749,741
,369,4,,turning_circle,,0,-111.93782759999998,33.4059706,,749,741
,370,9,,,,0,-111.9192662,33.405117600000004,,749,741
,371,0,,,,0,-111.90296880000001,33.4175307,,749,741
,372,0,,turning_circle,,0,-111.90297890000001,33.4163818,,749,741
,373,0,,,,0,-111.9107983,33.4126007,,749,741
,374,0,,,,0,-111.90509740000002,33.417514399999995,,749,741
,375,0,,,,0,-111.9035695,33.417526099999996,,749,741
,376,5,,turning_circle,,0,-111.9138895,33.4176454,,749,741
,377,4,,turning_circle,,0,-111.93653159999998,33.4020656,,749,741
,378,0,,turning_circle,,0,-111.90511550000001,33.4161017,,749,741
,379,0,,,,0,-111.9035695,33.4167892,,749,741
,380,6,,,,0,-111.94450390000002,33.4356559,,753,1
,381,6,,motorway_junction,,0,-111.93366809999999,33.435139299999996,,751,4
,382,2,,,,0,-111.9325158,33.4356206,,4,744
,383,6,,,,0,-111.9430761,33.429697,,749,741
,384,6,,,,0,-111.9416085,33.4383301,,749,741
,385,2,,,,0,-111.9198991,33.4356353,,756,7
,386,2,,,,0,-111.92495290000001,33.4345478,,756,7
,387,2,,,,0,-111.92506670000002,33.434178,,756,7
,388,2,,,,0,-111.9254456,33.4340465,,756,7
,389,2,,traffic_signals,,0,-111.92625520000001,33.4340423,,749,741
,390,2,,,,0,-111.92487609999999,33.434197,,756,7
,391,2,,,,0,-111.930594,33.435413,,749,741
,392,2,,motorway_junction,,0,-111.92707450000002,33.4357101,,750,5
,393,2,,,,0,-111.92628290000002,33.436122999999995,,749,741
,394,2,,,,0,-111.92531229999999,33.4355532,,749,741
,395,2,,motorway_junction,,0,-111.919381,33.4362043,,749,741
,396,2,,motorway_junction,,0,-111.92545030000001,33.4365151,,749,741
,397,2,,,,0,-111.92617209999999,33.4370921,,749,741
,398,2,,traffic_signals,,0,-111.9129775,33.4363767,,749,741
,399,2,,,,0,-111.9147827,33.4361812,,749,741
,400,2,,motorway_junction,,0,-111.91698490000002,33.435912300000005,,749,741
,401,2,,,,0,-111.9269553,33.436482500000004,,6,742
,402,2,,traffic_signals,,0,-111.92958429999999,33.436352299999996,,5,743
,403,6,,motorway_junction,,0,-111.9433631,33.4358703,,3,745
,404,6,,motorway_junction,,0,-111.9455243,33.4362024,,1,746
,405,6,,,,0,-111.9445041,33.4355448,,753,1
,406,6,,,,0,-111.94410590000001,33.4356225,,752,3
,407,6,,,,0,-111.94159679999999,33.4333701,,749,741
,408,8,,traffic_signals,,0,-111.93498090000001,33.4243346,,749,741
,409,6,,,,0,-111.9446574,33.435934100000004,,1,746
,410,6,,,,0,-111.94167390000001,33.435287699999996,,749,741
,411,6,,,,0,-111.93564280000001,33.430434999999996,,749,741
,412,3,,,,0,-111.9383,33.4149256,,749,741
,414,1,,,,0,-111.93382920000002,33.4183283,,749,741
,415,3,,,,0,-111.9370966,33.4145249,,749,741
,416,3,,turning_circle,,0,-111.9396432,33.4145427,,749,741
,417,5,,,,0,-111.92029070000001,33.4113526,,749,741
,418,5,,,,0,-111.92055520000001,33.4187226,,749,741
,419,3,,,,0,-111.94392959999999,33.411019,,749,741
,420,3,,,,0,-111.94002900000001,33.4174558,,749,741
,421,0,,traffic_signals,,0,-111.90909270000002,33.421982,,749,741
,424,5,,,,0,-111.91475870000001,33.4148409,,749,741
,425,5,,traffic_signals,,0,-111.917698,33.4148781,,749,741
,426,5,,traffic_signals,,0,-111.9205452,33.4148706,,749,741
,428,1,,traffic_signals,,0,-111.9306499,33.4147876,,749,741
,434,1,,traffic_signals,,0,-111.9306492,33.4146646,,749,741
,436,5,,traffic_signals,,0,-111.9204485,33.4147071,,749,741
,437,5,,traffic_signals,,0,-111.91770009999999,33.414638399999994,,749,741
,438,5,,,,0,-111.91712220000001,33.414605,,749,741
,439,5,,,,0,-111.91426680000001,33.414681300000005,,749,741
,442,5,,traffic_signals,,0,-111.9225348,33.4167548,,749,741
,443,5,,traffic_signals,,0,-111.9223108,33.4167475,,749,741
,444,1,,,,0,-111.923179,33.417528999999995,,749,741
,445,5,,,,0,-111.9203868,33.4148865,,749,741
,446,1,,traffic_signals,,0,-111.9262825,33.4200903,,749,741
,447,6,,,,0,-111.94479,33.437221,,749,741
,448,9,,,,0,-111.930544,33.4115482,,749,741
,449,1,,,,0,-111.92622620000002,33.423814799999995,,749,741
,450,6,,,,0,-111.9453807,33.4313267,,750,1
,451,1,,,,0,-111.9228983,33.4238125,,749,741
,452,5,,turning_circle,,0,-111.9221041,33.411512699999996,,749,741
,453,5,,turning_circle,,0,-111.9232571,33.411219300000006,,749,741
,454,5,,,,0,-111.91559640000001,33.412693100000006,,749,741
,455,5,,,,0,-111.9157422,33.4118556,,749,741
,456,9,,,,0,-111.9235422,33.410150699999996,,749,741
,457,7,,,,0,-111.90794299999999,33.404928399999996,,749,741
,458,7,,,,0,-111.9108188,33.4007819,,749,741
,459,7,,,,0,-111.9091318,33.4017743,,749,741
,460,7,,,,0,-111.9153953,33.401033,,1,743
,461,7,,,,0,-111.91540590000001,33.4011492,,3,742
,462,7,,,,0,-111.9176873,33.4006014,,1,743
,463,7,,,,0,-111.90912730000001,33.4041995,,749,741
,464,9,,turning_circle,,0,-111.91933059999998,33.405266,,749,741
,465,9,,turning_circle,,0,-111.91921140000001,33.404995299999996,,749,741
,466,9,,,,0,-111.93060220000001,33.4017001,,749,741
,467,9,,,,0,-111.9306007,33.4025528,,749,741
,468,4,,,,0,-111.93293529999998,33.4056338,,749,741
,469,0,,traffic_signals,,0,-111.9050405,33.414698,,2,754
,470,0,,traffic_signals,,0,-111.90716270000001,33.414850300000005,,750,3
,471,0,,traffic_signals,,0,-111.9050291,33.4148646,,751,2
,472,9,,,,0,-111.92170290000001,33.4041409,,749,741
,473,9,,turning_circle,,0,-111.9210088,33.4044406,,749,741
,474,6,,,,0,-111.94284840000002,33.4296132,,749,741
,475,6,,,,0,-111.94323100000001,33.430922100000004,,1,742
,476,3,,,,0,-111.9370673,33.4162376,,749,741
,477,3,,,,0,-111.93731240000001,33.4163246,,1,742
