name,node_id,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,geometry,production_value,attraction_value
,480,2,,traffic_signals,,0,-111.92307620000001,33.435759499999996,,749,741
,481,5,,,,0,-111.91773959999999,33.4176616,,749,741
,482,5,,turning_circle,,0,-111.91868500000001,33.4188785,,749,741
,483,2,,,,0,-111.9209308,33.4359384,,749,741
,484,3,,crossing,,0,-111.9399088,33.414649,,749,741
,488,3,,,,0,-111.9408253,33.4147456,,749,741
,491,2,,traffic_signals,,0,-111.90927830000001,33.4320939,,749,741
,493,6,,,,0,-111.94155829999998,33.4382324,,749,741
,494,9,,crossing,,0,-111.926503,33.4097547,,749,741
,495,1,,crossing,,0,-111.9262885,33.420352199999996,,749,741
,496,5,,,,0,-111.91827990000002,33.4123049,,749,741
,497,5,,,,0,-111.91628270000001,33.4112033,,749,741
,498,5,,,,0,-111.9161795,33.411400300000004,,749,741
,499,5,,,,0,-111.91601999999999,33.4111981,,749,741
,500,5,,,,0,-111.9159564,33.411307199999996,,749,741
,501,5,,,,0,-111.91575390000001,33.41119260000001,,749,741
,502,8,,,,0,-111.93666699999999,33.421288399999995,,749,741
,503,2,,,,0,-111.9263525,33.4353727,,749,741
,504,2,,,,0,-111.92635200000001,33.4358591,,749,741
,505,2,,traffic_signals,,0,-111.90960179999999,33.4365162,,749,741
,506,2,,,,0,-111.9263497,33.4370977,,749,741
,507,2,,,,0,-111.9263537,33.4375533,,749,741
,508,2,,,,0,-111.9189574,33.4376765,,2,743
,509,3,,,,0,-111.9381522,33.4149971,,749,741
,511,3,,,,0,-111.9398371,33.4170325,,749,741
,512,3,,,,0,-111.9398439,33.4174549,,749,741
,513,3,,,,0,-111.93984679999998,33.4176189,,749,741
,520,8,,,,0,-111.93950190000001,33.4273825,,749,741
,523,2,,,,0,-111.9211598,33.4292573,,749,741
,524,2,,,,0,-111.91962779999999,33.4301419,,749,741
,525,2,,,,0,-111.918223,33.4304339,,749,741
,526,2,,,,0,-111.9173182,33.430951799999995,,749,741
,527,2,,,,0,-111.91651909999999,33.4304935,,749,741
,528,2,,,,0,-111.9159098,33.43137419999999,,749,741
,529,2,,turning_loop,,0,-111.91471229999999,33.4323108,,749,741
,530,1,,traffic_signals,,0,-111.9262866,33.4202798,,749,741
,532,1,,,,0,-111.9262331,33.4228357,,749,741
,533,1,,,,0,-111.9262287,33.423339399999996,,749,741
,534,1,,,,0,-111.92588870000002,33.423340100000004,,749,741
,535,1,,,,0,-111.9263882,33.423883399999994,,749,741
,537,2,,,,0,-111.92628329999998,33.428317699999994,,749,741
,540,2,,traffic_signals,,0,-111.9312478,33.4291369,,749,741
,541,0,,,,0,-111.90249879999999,33.429196999999995,,1,742
,542,6,,,,0,-111.94254850000002,33.4291402,,749,741
,544,2,,,,0,-111.917341,33.4293282,,749,741
,547,2,,,,0,-111.91964709999999,33.4293489,,749,741
,548,0,,,,0,-111.9062189,33.4293413,,749,741
,549,2,,,,0,-111.9211588,33.4293611,,749,741
,550,6,,,,0,-111.94286740000001,33.4293722,,749,741
,551,6,,,,0,-111.9426236,33.429474400000004,,749,741
,552,6,,,,0,-111.941344,33.4294485,,749,741
,553,6,,traffic_signals,,0,-111.93405600000001,33.4294897,,749,741
,554,6,,,,0,-111.94091540000001,33.429598999999996,,749,741
,555,6,,traffic_signals,,0,-111.9339783,33.4296433,,749,741
,558,6,,,,0,-111.9349285,33.4300573,,749,741
,559,6,,,,0,-111.935073,33.4303006,,749,741
,560,6,,traffic_signals,,0,-111.93741580000001,33.430403999999996,,749,741
,561,6,,traffic_signals,,0,-111.93747520000001,33.4305167,,749,741
,562,7,,,,0,-111.9104162,33.405358,,749,741
,563,0,,traffic_signals,,0,-111.9071709,33.4146545,,14,753
,564,0,,traffic_signals,,0,-111.90911409999998,33.4146219,,749,741
,565,2,,,,0,-111.9077053,33.435862,,1,742
,566,0,,crossing,,0,-111.9090932,33.4218349,,749,741
,568,2,,,,0,-111.92503219999999,33.4339653,,756,7
,573,6,,,,0,-111.9435186,33.4383082,,1,742
,575,6,,,,0,-111.94342830000001,33.4295304,,749,741
,576,8,,,,0,-111.94126740000002,33.4261177,,749,741
,577,8,,,,0,-111.9412736,33.4254885,,749,741
,578,6,,,,0,-111.9401264,33.4316795,,749,741
,579,8,,,,0,-111.9412665,33.4243385,,749,741
,580,5,,,,0,-111.92157250000001,33.411344,,749,741
,581,5,,,,0,-111.920032,33.4113543,,749,741
,582,8,,,,0,-111.94577279999999,33.4264284,,749,741
,583,8,,,,0,-111.9442762,33.426894,,749,741
,584,5,,,,0,-111.91766820000001,33.4237215,,750,1
,585,7,,turning_circle,,0,-111.9166885,33.4046995,,749,741
,586,7,,,,0,-111.9167414,33.4048903,,749,741
,587,9,,turning_circle,,0,-111.92162569999999,33.4051142,,749,741
,588,9,,,,0,-111.9216213,33.4053075,,749,741
,589,5,,,,0,-111.922574,33.4111077,,749,741
,590,5,,,,0,-111.9209422,33.4116865,,749,741
,591,5,,,,0,-111.920949,33.41231,,749,741
,592,5,,,,0,-111.92173580000001,33.4137285,,749,741
,593,5,,,,0,-111.92208049999999,33.4147096,,749,741
,594,5,,,,0,-111.92208059999999,33.4148179,,749,741
,595,0,,,,0,-111.90917209999999,33.4208613,,749,741
,596,0,,,,0,-111.9047821,33.4220342,,749,741
,597,7,,,,0,-111.90675700000001,33.4075718,,749,741
,598,7,,,,0,-111.9041993,33.4075604,,749,741
,599,7,,,,0,-111.9025134,33.407560100000005,,749,741
,600,0,,,,0,-111.90764650000001,33.416853499999995,,749,741
,601,0,,,,0,-111.90766399999998,33.4174947,,749,741
,602,3,,,,0,-111.9366173,33.419067600000005,,749,741
,603,4,,turning_circle,,0,-111.93576709999999,33.402102899999996,,749,741
,604,4,,,,0,-111.934913,33.402115,,749,741
,605,5,,,,0,-111.91651509999998,33.4161595,,749,741
,606,5,,,,0,-111.9165031,33.416930699999995,,749,741
,607,5,,,,0,-111.9164439,33.4157358,,749,741
,608,8,,,,0,-111.93816100000001,33.425495399999996,,749,741
,609,8,,,,0,-111.93812050000001,33.4205221,,749,741
,610,0,,traffic_signals,,0,-111.9091135,33.4148353,,749,741
,611,5,,traffic_signals,,0,-111.91364820000001,33.414836,,749,741
,612,5,,traffic_signals,,0,-111.91363929999999,33.4146787,,749,741
,613,4,,,,0,-111.9338232,33.407589,,749,741
,614,9,,,,0,-111.931125,33.4076055,,749,741
,615,9,,,,0,-111.9301212,33.407611100000004,,749,741
,616,9,,,,0,-111.92698270000001,33.4076415,,749,741
,617,7,,,,0,-111.9066655,33.407427500000004,,749,741
,618,7,,turning_circle,,0,-111.9160653,33.403262,,749,741
,619,7,,,,0,-111.9160673,33.4034487,,749,741
,620,5,,,,0,-111.9177031,33.4071744,,749,741
,621,4,,,,0,-111.93383359999999,33.407303399999996,,749,741
,622,9,,,,0,-111.9305895,33.4076081,,749,741
,623,4,,,,0,-111.93502279999998,33.410754100000005,,749,741
,624,4,,,,0,-111.93491499999999,33.4093789,,749,741
,625,4,,,,0,-111.93489140000001,33.4096614,,749,741
,626,4,,,,0,-111.93494150000001,33.409658,,749,741
,627,4,,,,0,-111.93527279999999,33.4095791,,749,741
,628,4,,,,0,-111.93494059999999,33.4096046,,749,741
,629,4,,,,0,-111.93489070000001,33.4096079,,749,741
,630,3,,,,0,-111.9397375,33.4128425,,749,741
,631,3,,,,0,-111.9365803,33.4129111,,749,741
,632,3,,,,0,-111.9379608,33.4128944,,749,741
,633,3,,,,0,-111.9391606,33.4145063,,749,741
,634,4,,,,0,-111.9397601,33.407408399999994,,749,741
,635,4,,,,0,-111.93977890000001,33.408662899999996,,749,741
,636,3,,,,0,-111.9398827,33.4125946,,749,741
,637,4,,,,0,-111.93980810000001,33.4067486,,749,741
,638,3,,,,0,-111.93916599999999,33.4147167,,749,741
,639,3,,,,0,-111.93966640000001,33.4111275,,749,741
,640,7,,,,0,-111.91123,33.4075712,,749,741
,641,7,,traffic_signals,,0,-111.90910530000001,33.4074308,,749,741
,643,9,,,,0,-111.92372160000001,33.4075795,,749,741
,644,7,,traffic_signals,,0,-111.9091054,33.4075706,,749,741
,645,7,,,,0,-111.91324840000001,33.407575099999995,,749,741
,648,9,,,,0,-111.9236803,33.407443300000004,,749,741
,649,9,,,,0,-111.9209405,33.407443900000004,,749,741
,650,9,,traffic_signals,,0,-111.926277,33.40750739999999,,749,741
,651,7,,,,0,-111.9154658,33.4074418,,749,741
,652,7,,,,0,-111.9154379,33.4075755,,749,741
,653,7,,,,0,-111.91324850000001,33.4074407,,749,741
,654,7,,,,0,-111.911231,33.4074387,,749,741
,655,2,,,,0,-111.92635190000001,33.4360228,,749,741
,656,2,,,,0,-111.92617240000001,33.436367499999996,,749,741
,657,2,,,,0,-111.9263517,33.4362445,,749,741
,658,2,,,,0,-111.9261725,33.4359763,,749,741
,659,2,,,,0,-111.92617209999999,33.437162300000004,,749,741
,660,2,,,,0,-111.92617240000001,33.4362325,,749,741
,661,2,,,,0,-111.92623259999999,33.4361251,,749,741
,662,2,,,,0,-111.92625430000001,33.4360798,,749,741
,663,2,,,,0,-111.92625420000002,33.4361705,,749,741
,664,2,,traffic_signals,,0,-111.93129270000001,33.4290308,,749,741
,665,6,,,,0,-111.9436691,33.4382598,,750,1
,666,6,,,,0,-111.94302069999999,33.436988,,749,741
,667,6,,,,0,-111.9420775,33.429538199999996,,749,741
,668,0,,,,0,-111.90252690000001,33.414682899999995,,1,755
,669,0,,,,0,-111.90403970000001,33.41486210000001,,752,1
,670,7,,,,0,-111.90209409999999,33.407559899999995,,750,1
,671,4,,,,0,-111.93971100000002,33.400655199999996,,749,741
,672,7,,,,0,-111.90913219999999,33.400679100000005,,749,741
,673,9,,,,0,-111.9263107,33.4006831,,749,741
,674,7,,,,0,-111.90750179999999,33.4074335,,749,741
,675,7,,,,0,-111.9071124,33.4074346,,749,741
,676,5,,,,0,-111.91953970000002,33.4074443,,749,741
,677,9,,,,0,-111.92520079999998,33.407444500000004,,749,741
,678,7,,,,0,-111.9072028,33.4075646,,749,741
,679,9,,,,0,-111.9251976,33.4075685,,749,741
,680,9,,,,0,-111.92094180000001,33.407574100000005,,749,741
,681,5,,,,0,-111.9195304,33.4075772,,749,741
,682,2,,,,0,-111.90743370000001,33.4361524,,750,1
,683,1,,,,0,-111.9277064,33.4186462,,749,741
,684,1,,traffic_signals,,0,-111.9291473,33.4148012,,749,741
,685,1,,traffic_signals,,0,-111.9291456,33.4146674,,749,741
,686,1,,,,0,-111.93139040000001,33.417410499999995,,749,741
,687,1,,,,0,-111.9313989,33.4183647,,749,741
,690,1,,,,0,-111.92520520000001,33.4147053,,749,741
,691,1,,,,0,-111.9273686,33.414808199999996,,749,741
,692,1,,,,0,-111.9245817,33.4147173,,749,741
,693,1,,,,0,-111.9240547,33.4148207,,749,741
,694,1,,,,0,-111.92472920000002,33.4148196,,749,741
,695,8,,,,0,-111.94145549999999,33.423842699999994,,749,741
,696,8,,,,0,-111.9416982,33.423636699999996,,749,741
,697,1,,,,0,-111.92737209999999,33.4146852,,749,741
,698,2,,,,0,-111.90961229999999,33.4370109,,749,741
,699,2,,,,0,-111.90960619999998,33.436638800000004,,749,741
,700,0,,,,0,-111.9021068,33.4293318,,750,1
,701,1,,traffic_signals,,0,-111.93076359999999,33.4220043,,749,741
,702,3,,,,0,-111.9349531,33.416098100000006,,749,741
,703,8,,,,0,-111.9432267,33.4242548,,749,741
,704,1,,crossing;traffic_signals,,0,-111.9288549,33.4184369,,749,741
,705,3,,,,0,-111.936655,33.4174833,,749,741
,706,3,,traffic_signals,,0,-111.93662759999998,33.4162059,,749,741
,707,3,,,,0,-111.93665490000001,33.4176535,,749,741
,708,4,,,,0,-111.9344649,33.409635200000004,,749,741
,709,4,,,,0,-111.9338902,33.409609499999995,,749,741
,710,4,,,,0,-111.93383759999999,33.409312199999995,,749,741
,711,9,,,,0,-111.9311446,33.4093331,,749,741
,712,4,,,,0,-111.93492260000001,33.4103317,,749,741
,713,1,,,,0,-111.92787140000002,33.4202692,,749,741
,714,1,,,,0,-111.92289640000001,33.422026300000006,,749,741
,715,6,,,,0,-111.9451628,33.4291392,,749,741
,716,6,,,,0,-111.94509939999999,33.4294094,,749,741
,717,6,,,,0,-111.9450399,33.429140000000004,,749,741
,718,6,,,,0,-111.94473740000001,33.4305631,,749,741
,719,6,,,,0,-111.94453659999999,33.4305672,,749,741
,720,6,,,,0,-111.94453290000001,33.4307844,,749,741
,721,6,,,,0,-111.9445362,33.4301978,,749,741
,722,0,,,,0,-111.90324939999999,33.417528600000004,,749,741
,723,0,,,,0,-111.90391340000001,33.4175235,,749,741
,724,0,,,,0,-111.9038996,33.418172999999996,,749,741
,725,0,,,,0,-111.90476570000001,33.4181729,,749,741
,726,0,,,,0,-111.905423,33.4175119,,749,741
,727,0,,,,0,-111.90474509999999,33.417517100000005,,749,741
,728,5,,,,0,-111.91963,33.4074443,,749,741
,729,9,,,,0,-111.9196209,33.406970799999996,,749,741
,730,9,,,,0,-111.9195665,33.4067513,,749,741
,731,9,,,,0,-111.9195007,33.4069784,,749,741
,732,5,,,,0,-111.92423290000002,33.4119115,,749,741
,733,1,,,,0,-111.9285601,33.4146783,,749,741
,734,1,,,,0,-111.9283494,33.4126305,,749,741
,735,5,,,,0,-111.92155190000001,33.4147093,,749,741
,736,5,,,,0,-111.9215213,33.4140979,,749,741
,737,5,,,,0,-111.92108449999999,33.4128799,,749,741
,738,9,,,,0,-111.92579409999999,33.4101273,,749,741
,739,0,,,,0,-111.9071749,33.414445,,14,753
,740,5,,,,0,-111.91950759999999,33.4074443,,749,741
,741,6,,,,0,-111.94466840000001,33.4307709,,749,741
,742,6,,,,0,-111.94524409999998,33.4307647,,749,741
,743,6,,,,0,-111.9451318,33.430553700000004,,749,741
,744,6,,,,0,-111.9450364,33.4307669,,749,741
,745,0,,,,0,-111.90911609999999,33.415832699999996,,749,741
,746,0,,,,0,-111.9091146,33.4164484,,749,741
,747,5,,stop,,0,-111.91771340000001,33.4194298,,749,741
,748,5,,,,0,-111.9176121,33.4169322,,749,741
,749,2,,,,0,-111.9250848,33.4341581,,756,7
,750,0,,,,0,-111.90604599999999,33.4147005,,14,753
,751,0,,,,0,-111.90238740000001,33.419313,,749,741
,752,0,,,,0,-111.90307649999998,33.4191174,,749,741
,753,0,,,,0,-111.9024624,33.416641,,749,741
,754,0,,,,0,-111.906047,33.4143055,,14,753
,755,0,,,,0,-111.906048,33.4130703,,14,753
,756,0,,,,0,-111.9073858,33.4127615,,14,753
,757,0,,,,0,-111.9060482,33.4127615,,14,753
,758,0,,,,0,-111.90739040000001,33.4123424,,14,753
,759,0,,,,0,-111.90604850000001,33.4123526,,14,753
,760,0,,,,0,-111.90738799999998,33.4125596,,14,753
,761,0,,,,0,-111.90604840000002,33.412557899999996,,14,753
,762,0,,,,0,-111.90721370000001,33.4140653,,14,753
,763,8,,,,0,-111.9446893,33.4254741,,749,741
,764,4,,,,0,-111.9340719,33.4074553,,749,741
,765,9,,,,0,-111.92902790000001,33.4074428,,749,741
,766,9,,,,0,-111.9311381,33.407433000000005,,749,741
,767,0,,,,0,-111.91057079999999,33.4147001,,749,741
,768,0,,,,0,-111.9104449,33.413319300000005,,749,741
,769,0,,,,0,-111.91038200000001,33.414697,,749,741
,770,0,,,,0,-111.91045030000001,33.4127103,,749,741
,771,8,,,,0,-111.9377644,33.424290500000005,,749,741
,772,1,,,,0,-111.9274588,33.4220137,,749,741
,773,1,,,,0,-111.929686,33.4241011,,749,741
,774,1,,,,0,-111.9278751,33.4233106,,749,741
,775,8,,,,0,-111.9412594,33.4264482,,749,741
,776,4,,,,0,-111.93274609999999,33.4012147,,749,741
,777,4,,turning_circle,,0,-111.9326976,33.4011132,,749,741
,778,9,,,,0,-111.9262783,33.4094872,,749,741
,779,9,,,,0,-111.9262808,33.4099305,,749,741
,780,9,,,,0,-111.9262827,33.4100947,,749,741
,781,9,,,,0,-111.9262835,33.4101537,,749,741
,782,2,,,,0,-111.92616940000002,33.434902799999996,,749,741
,783,2,,,,0,-111.92635190000001,33.4373152,,749,741
,784,2,,,,0,-111.92637079999999,33.4381489,,750,1
,785,7,,,,0,-111.910426,33.4074368,,749,741
,786,7,,,,0,-111.90910559999999,33.4075953,,749,741
,787,7,,,,0,-111.9077178,33.4075659,,749,741
,788,7,,,,0,-111.90910520000001,33.4074521,,749,741
,789,0,,,,0,-111.90800449999999,33.429375199999996,,749,741
,790,0,,,,0,-111.91021770000002,33.4290765,,749,741
,791,7,,,,0,-111.909123,33.4075706,,749,741
,792,8,,,,0,-111.94242179999999,33.420469800000006,,749,741
,793,8,,,,0,-111.9423295,33.4204704,,749,741
,794,8,,,,0,-111.9412797,33.420483399999995,,749,741
,795,8,,,,0,-111.9411875,33.4204825,,749,741
,796,8,,,,0,-111.94123130000001,33.4204449,,749,741
,797,8,,,,0,-111.94123,33.4205223,,749,741
,798,8,,,,0,-111.94237340000002,33.420431300000004,,749,741
,799,8,,,,0,-111.9461625,33.425474699999995,,749,741
,800,8,,,,0,-111.944695,33.4254749,,749,741
,801,9,,,,0,-111.9204404,33.4058304,,749,741
,802,9,,,,0,-111.92043729999999,33.4062688,,749,741
,803,6,,,,0,-111.942704,33.4295252,,749,741
,804,6,,,,0,-111.942523,33.429252000000005,,749,741
,805,6,,,,0,-111.9427707,33.4291942,,749,741
,806,6,,,,0,-111.9430096,33.4296326,,749,741
,807,3,,traffic_signals,,0,-111.939941,33.41905635,,749,741
,808,8,,traffic_signals,,0,-111.9381457,33.42194245,,749,741
,809,8,,traffic_signals,,0,-111.94002084999998,33.4264643,,749,741
,810,3,,traffic_signals,,0,-111.93495725,33.4146838,,749,741
,811,8,,traffic_signals,,0,-111.9366622,33.421947450000005,,749,741
,812,3,,traffic_signals,,0,-111.93660990000001,33.414671549999994,,749,741
,813,8,,traffic_signals,,0,-111.93996535,33.420491999999996,,749,741
,814,8,,traffic_signals,,0,-111.94002015,33.4254921,,749,741
,815,5,,traffic_signals,,0,-111.9124079,33.41467645,,749,741
,816,8,,traffic_signals,,0,-111.9400186,33.4231921,,749,741
,817,9,,traffic_signals,,0,-111.9226133,33.4075122,,749,741
,818,0,,traffic_signals,,0,-111.90908685,33.429252149999996,,749,741
,819,0,,traffic_signals,,0,-111.90476104999999,33.42924065,,749,741
,820,2,,traffic_signals,,0,-111.91792425,33.4292664,,749,741
,821,1,,traffic_signals,,0,-111.93279480000001,33.41470515,,749,741
,822,1,,traffic_signals,,0,-111.92629015,33.414768300000006,,749,741
,823,6,,traffic_signals,,0,-111.943367675,33.43760437500001,,749,741
,824,3,,traffic_signals,,0,-111.93954035,33.416019750000004,,749,741
,825,8,,traffic_signals,,0,-111.94001544999999,33.42434425,,749,741
,826,8,,traffic_signals,,0,-111.9400156,33.427385,,749,741
,827,3,,traffic_signals,,0,-111.93990785,33.41474672499999,,749,741
,828,5,,traffic_signals,,0,-111.91769725,33.4075105,,749,741
,829,1,,traffic_signals,,0,-111.92630255,33.424503650000005,,749,741
,830,1,,traffic_signals,,0,-111.9263253,33.42202815,,749,741
,831,6,,traffic_signals,,0,-111.940027575,33.429623925,,749,741
,832,5,,traffic_signals,,0,-111.91241020000001,33.414862549999995,,749,741
,833,8,,traffic_signals,,0,-111.93995683333333,33.4219351,,749,741
,834,2,,traffic_signals,,0,-111.9293054,33.42871755,,749,741
,835,2,,traffic_signals,,0,-111.92628289999999,33.4288401,,749,741
