name,osm_way_id,osm_relation_id,building,amenity,geometry,centroid
,468464105,,yes,,"POLYGON ((116.3331319 39.944901, 116.3332289 39.9449033, 116.333226 39.9449574, 116.3333436 39.9449686, 116.3333759 39.944865, 116.3334259 39.9448695, 116.3334465 39.9447726, 116.3333671 39.9447793, 116.3333671 39.944723, 116.3330967 39.9447027, 116.3329027 39.9447703, 116.3329173 39.9448469, 116.3331319 39.9448514, 116.3331319 39.944901))",POINT (116.3331965536044 39.94481398821485)
,468464107,,yes,,"POLYGON ((116.3324096 39.944934, 116.3324273 39.9447357, 116.3323244 39.9447267, 116.3323155 39.9446748, 116.3322362 39.9446658, 116.3322744 39.9444089, 116.3320333 39.9443886, 116.3319481 39.9444247, 116.3319275 39.9446275, 116.3319187 39.9448281, 116.3318746 39.9448123, 116.3318599 39.9449025, 116.3324096 39.944934))",POINT (116.3321307920488 39.94469205506761)
,468464109,,yes,,"POLYGON ((116.3305778 39.9443502, 116.3312881 39.9444234, 116.3313186 39.9442917, 116.3306007 39.9442185, 116.3305778 39.9443502))",POINT (116.3309466680438 39.94432087092257)
,468464111,,yes,,"POLYGON ((116.3306504 39.9439777, 116.3310819 39.9440275, 116.3310857 39.9439865, 116.3313568 39.9440158, 116.3313759 39.9439192, 116.3310933 39.9438928, 116.3310857 39.9439221, 116.3306618 39.9438723, 116.3306504 39.9439777))",POINT (116.3310030603807 39.94395124355766)
,468464113,,yes,,"POLYGON ((116.3313765 39.9441475, 116.3315789 39.9441563, 116.3315712 39.9441826, 116.3317812 39.9442061, 116.3317889 39.9441036, 116.3315941 39.9440948, 116.3316018 39.9440597, 116.3313994 39.9440509, 116.3313765 39.9441475))",POINT (116.3315870125712 39.94412544764164)
,468464114,,yes,,"POLYGON ((116.3313699 39.9444882, 116.3315575 39.9445062, 116.3315441 39.9445318, 116.3317853 39.9445627, 116.331792 39.9444651, 116.3315675 39.9444445, 116.3315876 39.9444085, 116.3313833 39.9443931, 116.3313699 39.9444882))",POINT (116.3315813316783 39.94447697484224)
,468464116,,yes,,"POLYGON ((116.3312962 39.9448262, 116.3314771 39.9448288, 116.3314737 39.9448545, 116.3316714 39.944875, 116.3316848 39.94478, 116.3315106 39.9447697, 116.3315072 39.9447338, 116.3313062 39.9447184, 116.3312962 39.9448262))",POINT (116.331484551973 39.94479665313855)
,468464118,,yes,,"POLYGON ((116.3312646 39.9451431, 116.3314321 39.945156, 116.3314422 39.9451868, 116.3316231 39.945215, 116.3316466 39.9451174, 116.3314589 39.945102, 116.3314623 39.9450635, 116.3312713 39.9450506, 116.3312646 39.9451431))",POINT (116.3314524986264 39.9451293028642)
,468464120,,yes,,"POLYGON ((116.3312003 39.9456754, 116.3313913 39.9456908, 116.331398 39.9456677, 116.3314516 39.9456728, 116.3314482 39.9456959, 116.3316292 39.9457139, 116.3316392 39.9456266, 116.331465 39.9456112, 116.3314784 39.9455572, 116.3315722 39.9455598, 116.3315755 39.9454365, 116.3313243 39.9454082, 116.3312941 39.9455418, 116.3313812 39.945547, 116.3313846 39.945606, 116.3312204 39.9455958, 116.3312003 39.9456754))",POINT (116.3314322161369 39.94557026332853)
,468464121,,yes,,"POLYGON ((116.3302347 39.9457377, 116.3303855 39.9457402, 116.3304056 39.9456914, 116.3307976 39.9457171, 116.3307976 39.9457608, 116.3309048 39.9457762, 116.3309517 39.9455964, 116.3303956 39.9455656, 116.3303989 39.9456246, 116.3302548 39.9456298, 116.3302347 39.9457377))",POINT (116.3306149567712 39.94565743826999)
,468464124,,yes,,"POLYGON ((116.3296216 39.9457633, 116.3298092 39.9457736, 116.329826 39.9457248, 116.3300672 39.9457377, 116.3300739 39.9456657, 116.3296183 39.9456323, 116.3296216 39.9457633))",POINT (116.3298140046731 39.94569936789134)
,468464126,,yes,,"POLYGON ((116.3287947 39.9449418, 116.3295352 39.945006, 116.3295553 39.9449187, 116.3288081 39.9448519, 116.3287947 39.9449418))",POINT (116.3291719550181 39.94492940798371)
,468464127,,yes,,"POLYGON ((116.3297965 39.9446767, 116.3303259 39.9447307, 116.330356 39.9445868, 116.3298333 39.9445354, 116.3297965 39.9446767))",POINT (116.3300784664815 39.94463261937441)
,468464129,,yes,,"POLYGON ((116.3298837 39.9442565, 116.3305102 39.9443155, 116.330527 39.9441897, 116.3299072 39.9441177, 116.3298837 39.9442565))",POINT (116.3302017181753 39.94421937570218)
,468464130,,yes,,"POLYGON ((116.3298803 39.9438779, 116.3305537 39.9439447, 116.3305838 39.9438342, 116.3299104 39.9437649, 116.3298803 39.9438779))",POINT (116.330230830301 39.94385529243191)
,468464131,,yes,,"POLYGON ((116.3306931 39.9436199, 116.3310884 39.9436585, 116.3310884 39.9436225, 116.3313799 39.9436559, 116.3314 39.9435608, 116.3311085 39.9435326, 116.3311018 39.9435634, 116.3307199 39.9435146, 116.3306931 39.9436199))",POINT (116.331039466607 39.94359055585848)
,468464133,,yes,,"POLYGON ((116.3299715 39.9435444, 116.3306281 39.9436061, 116.3306482 39.9435008, 116.3299983 39.9434391, 116.3299715 39.9435444))",POINT (116.3303111849571 39.94352265788267)
,468464134,,yes,,"POLYGON ((116.3290092 39.9437654, 116.3298032 39.9438193, 116.3298333 39.9437115, 116.3290226 39.9436524, 116.3290092 39.9437654))",POINT (116.3294147107392 39.94373678027888)
,468464136,,yes,,"POLYGON ((116.3290755 39.9434859, 116.3298696 39.9435424, 116.3298796 39.9434319, 116.329099 39.9433831, 116.3290755 39.9434859))",POINT (116.3294850374951 39.94346126603897)
,468464138,,yes,,"POLYGON ((116.3271889 39.9434446, 116.3273368 39.9434501, 116.3273552 39.9431594, 116.3272737 39.9431529, 116.3272705 39.9430953, 116.3268097 39.9430632, 116.3268037 39.9431202, 116.3267087 39.9431116, 116.3266873 39.9433105, 116.3268455 39.9433163, 116.326854 39.9432012, 116.327202 39.9432208, 116.3271889 39.9434446))",POINT (116.3270539580973 39.94321367147306)
,468464139,,yes,,"POLYGON ((116.3274972 39.944059, 116.3276179 39.9440693, 116.3276112 39.9441027, 116.3277083 39.9441155, 116.3277184 39.944059, 116.3278892 39.9440693, 116.3278758 39.9441206, 116.3279964 39.9441438, 116.3280165 39.9441129, 116.3282578 39.9441309, 116.3282578 39.944154, 116.3283717 39.944172, 116.3283985 39.9441463, 116.3285124 39.9441617, 116.328442 39.9445624, 116.3286431 39.9445753, 116.3287503 39.9439999, 116.3275307 39.9438818, 116.3274972 39.944059))",POINT (116.3282446314735 39.94412220473647)
,468464141,,yes,,"POLYGON ((116.3271765 39.9448267, 116.3272971 39.9448318, 116.3272938 39.9448652, 116.3273909 39.9448678, 116.3274077 39.9448293, 116.3275015 39.9448344, 116.3275082 39.9448729, 116.327659 39.9448781, 116.3276556 39.9448344, 116.3277595 39.9448498, 116.3277595 39.9448781, 116.3278901 39.9448858, 116.3278868 39.9448395, 116.327927 39.9448524, 116.3279236 39.944896, 116.3280242 39.9448935, 116.3280376 39.9448498, 116.3280878 39.9448575, 116.3280878 39.9448832, 116.3282587 39.9448935, 116.3282754 39.9448601, 116.3282922 39.9449063, 116.3284027 39.9449114, 116.3284295 39.9448678, 116.3284597 39.9448704, 116.3284563 39.944896, 116.3285669 39.9449012, 116.3285837 39.9447471, 116.3271966 39.9446674, 116.3271765 39.9448267))",POINT (116.3278708642682 39.94478982715233)
,468464144,,,parking,"POLYGON ((116.3229156 39.9421668, 116.3239427 39.9423779, 116.3239628 39.9424678, 116.3243246 39.9425323, 116.3242549 39.9425184, 116.3243458 39.9421521, 116.3236245 39.942008, 116.323026 39.9418029, 116.3229156 39.9421668))",POINT (116.3236384560616 39.94216356428091)
,468464145,,yes,,"POLYGON ((116.3233403 39.9414755, 116.32343 39.9414829, 116.3234278 39.9414518, 116.3235709 39.9414543, 116.3235904 39.9414396, 116.3235872 39.9412565, 116.3235052 39.9412566, 116.3235067 39.9411924, 116.3234291 39.941193, 116.3234297 39.9411383, 116.3233494 39.9411393, 116.323351 39.9410701, 116.3232724 39.94107, 116.3232731 39.9410124, 116.3231942 39.9410124, 116.3231917 39.9409844, 116.3230227 39.9409843, 116.3230174 39.9411088, 116.3229751 39.9411058, 116.3229734 39.9411741, 116.3230209 39.9411719, 116.323109 39.9411738, 116.3231928 39.9412072, 116.3232564 39.9412663, 116.3233355 39.9413443, 116.3233403 39.9414755))",POINT (116.3233105764489 39.94121921450024)
,468464154,,,parking,"POLYGON ((116.3195943 39.9418692, 116.3204698 39.9419393, 116.3209643 39.9417447, 116.3214843 39.9417481, 116.3215141 39.9416502, 116.3217682 39.941664, 116.321765 39.9417346, 116.3222797 39.941771, 116.3224714 39.9418608, 116.3224902 39.9418002, 116.3217574 39.9414339, 116.3214863 39.9414633, 116.3213627 39.9413012, 116.3211923 39.9411874, 116.3208804 39.9410677, 116.3206062 39.9413303, 116.3205055 39.941328, 116.3205111 39.9411913, 116.319931 39.9411655, 116.3199072 39.9409932, 116.3195565 39.9409821, 116.3195275 39.9413415, 116.3196789 39.9413511, 116.3195943 39.9418692))",POINT (116.3206066724065 39.94151096503474)
北方交通大学附属中学南校区,473654610,,,school,"POLYGON ((116.3373566 39.9539766, 116.3377351 39.9525016, 116.3389518 39.9527019, 116.3386859 39.9540768, 116.3373566 39.9539766))",POINT (116.3381722796483 39.95332142847643)
,475444861,,apartments,,"POLYGON ((116.349337 39.9556886, 116.3496211 39.9556858, 116.3496253 39.955928, 116.3501326 39.9559229, 116.3501356 39.9561002, 116.3493441 39.956108, 116.349337 39.9556886))",POINT (116.3496537172035 39.95594729559602)
,475444862,,apartments,,"POLYGON ((116.3493684 39.9555157, 116.3493676 39.9553833, 116.3501474 39.9553804, 116.3501482 39.9555128, 116.3493684 39.9555157))",POINT (116.3497579 39.95544805000001)
,475444863,,apartments,,"POLYGON ((116.3493539 39.9550901, 116.3493492 39.9545925, 116.3495547 39.9545961, 116.3495594 39.9549898, 116.3502926 39.9549863, 116.3502739 39.955108, 116.3493539 39.9550901))",POINT (116.3496659241844 39.95493257772256)
,475444864,,apartments,,"POLYGON ((116.3502338 39.9559732, 116.3502353 39.9558011, 116.3511058 39.9558054, 116.3511044 39.9559774, 116.3502338 39.9559732))",POINT (116.3506697826165 39.95588927642616)
,475444865,,apartments,,"POLYGON ((116.3503985 39.9553131, 116.3504014 39.9552022, 116.3509572 39.9552107, 116.3509543 39.9553216, 116.3503985 39.9553131))",POINT (116.35067785 39.9552619)
,475444866,,apartments,,"POLYGON ((116.3504003 39.9549932, 116.3504042 39.9548749, 116.3509784 39.9548862, 116.3509745 39.9550045, 116.3504003 39.9549932))",POINT (116.35068935 39.95493969999999)
,475444867,,apartments,,"POLYGON ((116.3510926 39.9561701, 116.3510921 39.9560251, 116.3517552 39.9560237, 116.3517557 39.9561687, 116.3510926 39.9561701))",POINT (116.3514239 39.95609690000001)
,475444868,,apartments,,"POLYGON ((116.3510599 39.9555508, 116.3510604 39.9554352, 116.3519268 39.9554375, 116.3519243 39.9559938, 116.3511714 39.9559918, 116.3511724 39.9557744, 116.3517103 39.9557759, 116.3517113 39.9555525, 116.3510599 39.9555508))",POINT (116.3515722405158 39.95572504878451)
,475444869,,apartments,,"POLYGON ((116.3503818 39.9546638, 116.3503832 39.954551, 116.3509762 39.9545553, 116.3509748 39.954668, 116.3503818 39.9546638))",POINT (116.3506789561756 39.95460952466624)
,475444870,,apartments,,"POLYGON ((116.3510711 39.9546723, 116.3510715 39.9545559, 116.3518466 39.9545574, 116.3518462 39.9546738, 116.3510711 39.9546723))",POINT (116.35145885 39.95461485)
,475444871,,apartments,,"POLYGON ((116.349844 39.9539693, 116.3498502 39.9537543, 116.3508546 39.953785, 116.3508793 39.954033, 116.349844 39.9539693))",POINT (116.3503686587102 39.953886497991)
,475444874,,apartments,,"POLYGON ((116.3511253 39.9542117, 116.3511294 39.9541058, 116.3516254 39.9541214, 116.3516213 39.9542367, 116.3511253 39.9542117))",POINT (116.3513788573982 39.95416905002389)
,475444875,,apartments,,"POLYGON ((116.3517596 39.954165, 116.3517555 39.9540528, 116.3521498 39.9540653, 116.3521539 39.9541837, 116.3517596 39.954165))",POINT (116.3519564691814 39.95411676462312)
,475444876,,apartments,,"POLYGON ((116.3500602 39.9535978, 116.3500643 39.953417, 116.3509099 39.9534482, 116.3509017 39.9536196, 116.3500602 39.9535978))",POINT (116.3504803308537 39.95352045691141)
,475444877,,apartments,,"POLYGON ((116.3510196 39.9540403, 116.3510481 39.9535417, 116.3512554 39.9535511, 116.3512188 39.9540715, 116.3510196 39.9540403))",POINT (116.3511363107796 39.95379983234355)
,475444878,,apartments,,"POLYGON ((116.3508123 39.9531116, 116.3508042 39.9529028, 116.3515034 39.9529059, 116.3515156 39.953121, 116.3508123 39.9531116))",POINT (116.3511606072415 39.95301043610733)
,475444879,,apartments,,"POLYGON ((116.3516579 39.9532301, 116.3516498 39.9531023, 116.3520319 39.9531116, 116.3520401 39.9532456, 116.3516579 39.9532301))",POINT (116.3518464351119 39.95317244083576)
,475444880,,apartments,,"POLYGON ((116.3506982 39.9526898, 116.3506806 39.9524212, 116.3510911 39.9524266, 116.3510946 39.9526979, 116.3506982 39.9526898))",POINT (116.3508914599145 39.95255808852255)
,475444881,,apartments,,"POLYGON ((116.3512044 39.9522611, 116.3511973 39.9520224, 116.3516043 39.9520088, 116.3516078 39.9522666, 116.3512044 39.9522611))",POINT (116.351406038144 39.95213949451427)
,475444882,,apartments,,"POLYGON ((116.3529417 39.9527103, 116.3530439 39.9527092, 116.3530426 39.9526422, 116.3531685 39.9526408, 116.3531699 39.9527137, 116.3532897 39.9527124, 116.3532867 39.9525546, 116.3532126 39.9525555, 116.3532112 39.9524794, 116.3532905 39.9524785, 116.3532881 39.9523501, 116.3531279 39.952352, 116.3531294 39.952429, 116.3530414 39.95243, 116.35304 39.9523577, 116.3529227 39.952359, 116.3529251 39.9524849, 116.3530142 39.9524839, 116.3530157 39.9525596, 116.3529388 39.9525605, 116.3529417 39.9527103))",POINT (116.3531146518704 39.95252841393578)
,475445687,,apartments,,"POLYGON ((116.34646 39.951458, 116.3464507 39.9513045, 116.3470115 39.9513045, 116.3470084 39.9514556, 116.34646 39.951458))",POINT (116.3467319078383 39.95138036895768)
,475445688,,apartments,,"POLYGON ((116.3470269 39.951099, 116.3470207 39.9509573, 116.3474705 39.9509502, 116.3474798 39.9510824, 116.3470269 39.951099))",POINT (116.3472468972697 39.95102238465496)
,475445690,,apartments,,"POLYGON ((116.3458851 39.952786, 116.345879 39.952623, 116.3462548 39.952623, 116.3462456 39.952786, 116.3458851 39.952786))",POINT (116.3460661303681 39.95270393548825)
,475445691,,apartments,,"POLYGON ((116.3463997 39.9529206, 116.3463997 39.9526868, 116.3465999 39.952675, 116.3465845 39.9529135, 116.3463997 39.9529206))",POINT (116.3464962692494 39.95279740066109)
,478014192,,yes,,"POLYGON ((116.3369703 39.9492435, 116.3370861 39.9492644, 116.3370909 39.9492487, 116.3369751 39.9492278, 116.3369703 39.9492435))",POINT (116.3370306 39.9492461)
,478014193,,yes,,"POLYGON ((116.3370326 39.9490737, 116.3371359 39.9490867, 116.3371389 39.9490726, 116.3370356 39.9490596, 116.3370326 39.9490737))",POINT (116.33708575 39.94907315)
,478014194,,yes,,"POLYGON ((116.3369913 39.9492084, 116.3371118 39.9492282, 116.3371445 39.9491116, 116.337024 39.9490918, 116.3369913 39.9492084))",POINT (116.3370679 39.94916)
,478014195,,yes,,"POLYGON ((116.3371166 39.9490627, 116.3372063 39.9490798, 116.3372378 39.9489827, 116.3371481 39.9489656, 116.3371166 39.9490627))",POINT (116.3371772 39.94902270000001)
,478014196,,yes,,"POLYGON ((116.3372171 39.9490879, 116.3373065 39.9491064, 116.3373231 39.9490593, 116.3372337 39.9490408, 116.3372171 39.9490879))",POINT (116.3372701 39.94907360000001)
,478014197,,yes,,"POLYGON ((116.3371786 39.9492924, 116.3372587 39.9493076, 116.3372843 39.9492285, 116.3372042 39.9492133, 116.3371786 39.9492924))",POINT (116.33723145 39.94926045)
,478014198,,yes,,"POLYGON ((116.337287 39.949312, 116.3376387 39.9493729, 116.3376731 39.949256, 116.3373215 39.949195, 116.337287 39.949312))",POINT (116.3374800464802 39.94928397201185)
世纪钟,478083544,,yes,,"POLYGON ((116.3359329 39.949044, 116.3360692 39.9490657, 116.3360993 39.9489613, 116.335956 39.9489437, 116.3359329 39.949044))",POINT (116.3360149990623 39.94900340417196)
,478432501,,yes,,"POLYGON ((116.3364655 39.9407127, 116.3367471 39.9406922, 116.3367739 39.9404474, 116.336731 39.9398531, 116.3363662 39.9398408, 116.3359961 39.9398449, 116.3358513 39.9398901, 116.335744 39.9400279, 116.3355964 39.940285, 116.3356796 39.9403323, 116.3357171 39.9403611, 116.3358325 39.9405832, 116.3360578 39.9406675, 116.3364655 39.9407127))",POINT (116.3362571680031 39.94026397931648)
,478432505,,yes,,"POLYGON ((116.3318816 39.941233, 116.3320157 39.9412495, 116.3320479 39.9409677, 116.3319111 39.9409533, 116.3318816 39.941233))",POINT (116.3319642168996 39.94110046468143)
豳风堂,478432511,,yes,restaurant,"POLYGON ((116.3324274 39.9407138, 116.3327761 39.9407364, 116.3327842 39.9406048, 116.3324221 39.9405945, 116.3324274 39.9407138))",POINT (116.3326055030291 39.94066212618598)
,478432552,,yes,,"POLYGON ((116.3243443 39.9428014, 116.3244751 39.9428132, 116.3244744 39.9428275, 116.3245155 39.9428311, 116.3245106 39.9428635, 116.3244757 39.9428615, 116.3244473 39.9430696, 116.3247428 39.9430967, 116.3247865 39.9428089, 116.3247232 39.9428016, 116.3247305 39.9427823, 116.3243497 39.9427508, 116.3243443 39.9428014))",POINT (116.3246023319849 39.94292050198484)
,478432553,,yes,,"POLYGON ((116.3239379 39.9430136, 116.3240747 39.9430219, 116.3241123 39.9428368, 116.3240694 39.9428327, 116.324072 39.9427854, 116.3241183 39.9427869, 116.324121 39.9427736, 116.3242819 39.9427838, 116.3242927 39.9427294, 116.3239601 39.9426913, 116.3239413 39.9427561, 116.3240311 39.9427746, 116.3240271 39.9428147, 116.3239547 39.9428126, 116.3239265 39.9430203, 116.3239379 39.9430136))",POINT (116.3240560891591 39.94284184603891)
,478432554,,yes,,"POLYGON ((116.3237131 39.9438315, 116.3236695 39.9441507, 116.32461 39.9442262, 116.3246527 39.9439133, 116.3245334 39.9439037, 116.3245027 39.9441282, 116.3237912 39.9440711, 116.3238228 39.9438403, 116.3237131 39.9438315))",POINT (116.3241576903813 39.94408367538009)
,478432555,,yes,,"POLYGON ((116.3224041 39.9451731, 116.3227198 39.9452022, 116.3227367 39.945094, 116.3224211 39.9450649, 116.3224041 39.9451731))",POINT (116.3225704223496 39.9451335526122)
,478432556,,yes,,"POLYGON ((116.3216984 39.9451031, 116.3222339 39.9451447, 116.3222571 39.9450339, 116.3217126 39.9449923, 116.3216984 39.9451031))",POINT (116.3219758036132 39.94506836950058)
,478432557,,yes,,"POLYGON ((116.3221279 39.9443109, 116.3226568 39.9443608, 116.3226815 39.9442071, 116.3221526 39.9441573, 116.3221279 39.9443109))",POINT (116.3224047281956 39.94425902804667)
,478432558,,yes,,"POLYGON ((116.3222341 39.9446045, 116.322303 39.9446105, 116.3223074 39.9445808, 116.3224053 39.9445891, 116.3224021 39.9446115, 116.3225199 39.9446213, 116.3225235 39.944596, 116.3226254 39.9446043, 116.3226213 39.9446337, 116.3226903 39.9446393, 116.3227034 39.9445448, 116.3226578 39.944551, 116.3226618 39.9445251, 116.3225274 39.9445129, 116.3225227 39.9445432, 116.3224258 39.9445344, 116.3224283 39.9445184, 116.3223116 39.9445081, 116.3223081 39.9445313, 116.3222457 39.9445259, 116.3222341 39.9446045))",POINT (116.3224786681081 39.94456757262049)
,478432559,,yes,,"POLYGON ((116.3224425 39.9448928, 116.3227428 39.944924, 116.3227597 39.9448286, 116.3224594 39.9447974, 116.3224425 39.9448928))",POINT (116.3226011 39.9448607)
,478432560,,yes,,"POLYGON ((116.3230673 39.9449662, 116.3235351 39.9449988, 116.3235593 39.944898, 116.323093 39.9448507, 116.3230673 39.9449662))",POINT (116.3233084501379 39.94492794158658)
,478432561,,yes,,"POLYGON ((116.3231683 39.9447329, 116.323525 39.9447576, 116.3235464 39.9447864, 116.3236108 39.9448131, 116.3236591 39.9448029, 116.323694 39.9447761, 116.3238533 39.9447878, 116.3238585 39.9447462, 116.323926 39.9447512, 116.323934 39.9446874, 116.3238793 39.9446834, 116.3238826 39.9446574, 116.3235407 39.9446325, 116.3235501 39.9445566, 116.3231178 39.9445251, 116.3230905 39.9447453, 116.3231683 39.9447329))",POINT (116.3234641737557 39.94467019382694)
,478432562,,yes,,"POLYGON ((116.321799 39.944484, 116.3219632 39.9444905, 116.3219853 39.9441624, 116.321823 39.9441587, 116.321799 39.944484))",POINT (116.3218927142466 39.94432425259413)
,478432563,,yes,,"POLYGON ((116.3217227 39.944878, 116.3222757 39.9449208, 116.3222944 39.9447785, 116.3219098 39.9447487, 116.3219316 39.9445833, 116.3217632 39.9445703, 116.3217227 39.944878))",POINT (116.3219635830628 39.94478413459857)
,478432564,,yes,,"POLYGON ((116.3220986 39.943978, 116.3225841 39.9439929, 116.3225968 39.9437482, 116.3221114 39.9437333, 116.3220986 39.943978))",POINT (116.3223477242749 39.94386310417832)
,478432568,,yes,,"POLYGON ((116.3242286 39.9458697, 116.3251298 39.9458943, 116.3251352 39.945771, 116.3242178 39.9457298, 116.3242286 39.9458697))",POINT (116.3246686184782 39.94581567471455)
,478432569,,yes,,"POLYGON ((116.3219911 39.9460824, 116.3231927 39.9461564, 116.3232464 39.9458233, 116.3219965 39.945704, 116.3219267 39.9460783, 116.3219911 39.9460824))",POINT (116.3225780868209 39.94593976138935)
,478432570,,yes,,"POLYGON ((116.3197823 39.9449129, 116.3198655 39.9449201, 116.3198708 39.9448872, 116.3199513 39.9448892, 116.3199433 39.9449201, 116.3200023 39.9449221, 116.3199915 39.944953, 116.3200827 39.9449632, 116.3200935 39.9449221, 116.3201712 39.9449324, 116.3201551 39.9449674, 116.3202276 39.9449715, 116.3202571 39.9448666, 116.3202148 39.9448681, 116.3202148 39.9448476, 116.3201706 39.9448435, 116.3201719 39.9448229, 116.3201089 39.9448219, 116.3201062 39.9448383, 116.32007 39.9448373, 116.3200619 39.9448568, 116.3200284 39.9448558, 116.3200378 39.9448229, 116.3199976 39.9448229, 116.3199922 39.9448023, 116.3199426 39.9448034, 116.3199493 39.9447756, 116.3199158 39.9447756, 116.3199104 39.944791, 116.3198849 39.944791, 116.3198769 39.9448034, 116.3198299 39.9447962, 116.3198179 39.9448075, 116.3197924 39.9448013, 116.3197823 39.9449129))",POINT (116.3200159471642 39.94487579669248)
,478432571,,yes,,"POLYGON ((116.3190187 39.9448215, 116.3191287 39.9448338, 116.3191179 39.9448688, 116.3192842 39.9448852, 116.3192842 39.9448174, 116.3193486 39.9448174, 116.3193674 39.944696, 116.3192789 39.9446919, 116.3192842 39.9446426, 116.3191206 39.9446323, 116.3191045 39.9447104, 116.3190428 39.9447084, 116.3190187 39.9448215))",POINT (116.3191971910374 39.94475841996496)
,478432572,,yes,,"POLYGON ((116.3204752 39.9449898, 116.321452 39.9450608, 116.3214627 39.9449457, 116.3204902 39.9448636, 116.3204752 39.9449898))",POINT (116.3209623856719 39.94496440716139)
,478432573,,yes,,"POLYGON ((116.3198207 39.9445437, 116.3199132 39.9445458, 116.3199293 39.9445191, 116.3200058 39.9445222, 116.3199991 39.9445499, 116.3200594 39.9445499, 116.3200715 39.9445088, 116.3201425 39.9445129, 116.3201493 39.9444872, 116.3202163 39.9444882, 116.3202177 39.9445211, 116.320286 39.9445191, 116.3202914 39.9444337, 116.3202592 39.9444296, 116.3202673 39.9443864, 116.3202029 39.9443926, 116.3201975 39.9443741, 116.3201519 39.9443731, 116.3201466 39.9443957, 116.320113 39.9443998, 116.320109 39.9444235, 116.3200782 39.9444204, 116.3200728 39.9444502, 116.3200353 39.9444481, 116.3200339 39.9444265, 116.3199964 39.9444286, 116.3199964 39.9444121, 116.3199454 39.9444111, 116.3199414 39.9444296, 116.3199052 39.9444286, 116.3198958 39.9444492, 116.3198609 39.9444492, 116.3198395 39.9444533, 116.3198207 39.9445437))",POINT (116.3200648898112 39.9444690249893)
,478432574,,yes,,"POLYGON ((116.3198506 39.9441531, 116.3199203 39.9441572, 116.3199203 39.9441305, 116.3200062 39.9441284, 116.3200062 39.944151, 116.3200813 39.944151, 116.3200813 39.9441222, 116.320151 39.9441284, 116.3201564 39.9440955, 116.3202395 39.9440935, 116.3202315 39.9441284, 116.3202985 39.9441284, 116.3203093 39.94404, 116.3202744 39.94404, 116.3202744 39.9440133, 116.3202415 39.9440138, 116.3202375 39.9439953, 116.3201785 39.9439942, 116.3201718 39.9440107, 116.320141 39.9440097, 116.3201383 39.9440292, 116.3201021 39.9440302, 116.3200994 39.9440549, 116.3200659 39.9440549, 116.3200591 39.9440323, 116.3200243 39.9440282, 116.3200176 39.9440169, 116.3199767 39.944005, 116.3199445 39.9440112, 116.3199405 39.9440266, 116.3199096 39.9440266, 116.3199123 39.944042, 116.3198654 39.9440431, 116.3198506 39.9441531))",POINT (116.3200729272574 39.94407656180743)
,478432575,,yes,,"POLYGON ((116.320397 39.9445997, 116.3215027 39.9446916, 116.3215228 39.9445496, 116.320417 39.9444577, 116.320397 39.9445997))",POINT (116.32095988048 39.94457464938528)
,478432576,,yes,,"POLYGON ((116.3194246 39.944474, 116.3196981 39.9445028, 116.3197196 39.9443465, 116.3194621 39.9443218, 116.3194246 39.944474))",POINT (116.3195762976443 39.94441210751531)
,478432577,,yes,,"POLYGON ((116.3194937 39.9440556, 116.3197459 39.9440721, 116.319762 39.9439364, 116.3195152 39.9439117, 116.3194937 39.9440556))",POINT (116.3196279015841 39.94399404345076)
,478432578,,yes,,"POLYGON ((116.3211069 39.9441791, 116.3213264 39.9441846, 116.3213281 39.9441452, 116.3216667 39.9441536, 116.3216727 39.9440128, 116.3207901 39.9439909, 116.3207838 39.9441415, 116.3211082 39.9441496, 116.3211069 39.9441791))",POINT (116.3212211314591 39.94407956067442)
,478432579,,yes,,"POLYGON ((116.3198918 39.9436937, 116.320426 39.9437101, 116.3204336 39.9435904, 116.3199025 39.9435744, 116.3198918 39.9436937))",POINT (116.3201635838215 39.94364221183936)
,478432580,,yes,,"POLYGON ((116.321856 39.9435594, 116.3226595 39.9435742, 116.3226665 39.9434706, 116.3218727 39.9434503, 116.321856 39.9435594))",POINT (116.3222600972148 39.94351364721858)
,478432581,,yes,,"POLYGON ((116.3205655 39.9437432, 116.3217012 39.943788, 116.3217019 39.9436551, 116.3205816 39.9436034, 116.3205655 39.9437432))",POINT (116.3211323434202 39.94369735313389)
,478432582,,yes,,"POLYGON ((116.3199183 39.9433247, 116.3204587 39.9433432, 116.3204657 39.943222, 116.3199253 39.9432036, 116.3199183 39.9433247))",POINT (116.3201920370921 39.94327337637431)
,478432583,,yes,,"POLYGON ((116.3218924 39.9432366, 116.3227032 39.9432751, 116.3227136 39.9431565, 116.3219 39.9431257, 116.3218924 39.9432366))",POINT (116.3223068988115 39.94319864533836)
,478432584,,yes,,"POLYGON ((116.320593 39.9433229, 116.3217034 39.94336, 116.3217195 39.9432407, 116.320602 39.9432055, 116.320593 39.9433229))",POINT (116.3211561467349 39.94328226817434)
,478432585,,yes,,"POLYGON ((116.3199253 39.9429456, 116.3216942 39.9430112, 116.3216942 39.9429002, 116.3199346 39.9428385, 116.3199253 39.9429456))",POINT (116.3208168711592 39.94292409679427)
